start_timestamps,function,duration,parameters
1620521995.2376015,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']"
1620521995.487468,mobilenet,2997.5,['6.1M-simple_landscape_2_515009.jpg']
1620521998.4262924,sentiment,521.0,['50-strings.json']
1620521999.6855156,floatmatmult,12201.5,"['matrix1_4000_0.5.txt', 'matrix1_4000_0.5.txt']"
1620522001.0682094,encrypt,3518.5,"['50000.0', '10.0']"
1620522002.4556487,linpack,31019.5,['7500.0']
1620522004.9577038,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']"
1620522005.5402057,lrtrain,47935.0,['20M-reviews.csv']
1620522006.887046,mobilenet,3089.0,['5.6M-pink_sorrel_515688.jpg']
1620522008.2816732,mobilenet,3360.0,['13M-forest_515915.jpg']
1620522010.2382164,imageprocess,4576.5,['13M-forest_515915.jpg']
1620522011.8999863,imageprocess,1498.0,['4.5M-forest_513174.jpg']
1620522012.7405834,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620522013.4687057,mobilenet,2996.5,['4.5M-forest_513174.jpg']
1620522014.4909387,videoprocess,814.5,['404K-small.avi']
1620522015.035361,linpack,27397.017274472164,['6500.0']
1620522015.1414297,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620522016.0066578,linpack,15221.0,['2000.0']
1620522016.2359085,lrtrain,208818.0,['100M-reviews.csv']
1620522016.2547715,imageprocess,1821.0,['6.1M-fire_514822.jpg']
1620522019.325805,linpack,7837.5,['1000.0']
1620522020.4997284,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620522020.854322,encrypt,6981.0,"['10000.0', '100.0']"
1620522022.7499428,sentiment,12872.0,['2250-strings.json']
1620522023.3686345,imageprocess,1697.0,['6.2M-dark_city_513227.jpg']
1620522023.398488,lrtrain,105881.0,['50M-reviews.csv']
1620522023.5418146,videoprocess,8385.0,['4.9M.mp4']
1620522025.3655941,imageprocess,1387.0,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620522025.8362746,linpack,20104.5,['3500.0']
1620522026.0560606,sentiment,804.5,['100-strings.json']
1620522027.3145292,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620522028.5120559,imageprocess,1487.5,['1.3M-daisy_514381.jpg']
1620522030.0076334,mobilenet,3065.0,['6.1M-fire_514822.jpg']
1620522030.7242253,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620522032.4990919,encrypt,2701.0,"['5000.0', '75.0']"
1620522033.7082415,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522035.0095928,lrtrain,15365.0,['10M-reviews.csv']
1620522035.5751362,sentiment,3266.5,['500-strings.json']
1620522036.0953357,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620522037.347957,lrtrain,47935.0,['20M-reviews.csv']
1620522037.5470028,encrypt,757.0,"['1000.0', '100.0']"
1620522038.185816,mobilenet,3055.5,['6.2M-dark_city_513227.jpg']
1620522038.5229836,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620522040.0484462,videoprocess,475.0,['660K-drop.avi']
1620522040.149478,lrtrain,208818.0,['100M-reviews.csv']
1620522043.2125924,mobilenet,2947.5,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620522044.22492,lrtrain,105881.0,['50M-reviews.csv']
1620522046.8606806,lrtrain,15365.0,['10M-reviews.csv']
1620522048.1339402,linpack,29082.05230326295,['7000.0']
1620522049.0056708,encrypt,223.0,"['500.0', '50.0']"
1620522049.8412368,mobilenet,2976.0,['1.3M-daisy_514381.jpg']
1620522050.8211923,videoprocess,9439.0,['6.1M.mp4']
1620522051.019069,imageprocess,1479.0,['5.7M-yantra_river_514678.jpg']
1620522052.1153545,sentiment,8838.0,['1500-strings.json']
1620522055.7745895,mobilenet,3068.0,['5.7M-yantra_river_514678.jpg']
1620522056.3708217,encrypt,385.5,"['5000.0', '10.0']"
1620522056.5482142,linpack,10546.666986564298,['1500.0']
1620522056.6158907,imageprocess,1503.5,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620522060.7045832,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620522061.0814424,videoprocess,3078.5,['4.9M-640.avi']
1620522062.0114229,videoprocess,3086.0,['1008K-grb_2.avi']
1620522062.0467646,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620522063.5775173,imageprocess,2038.5,['4.1M-backlit_flower_513144.jpg']
1620522063.886318,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620522064.4870636,sentiment,17761.5,['3000-strings.json']
1620522064.5049505,imageprocess,1334.0,['2.5M-red_velvet_514717.jpg']
1620522064.5624413,encrypt,23943.5,"['35000.0', '100.0']"
1620522066.3296218,linpack,6334.079414587332,['250.0']
1620522066.4166524,lrtrain,47935.0,['20M-reviews.csv']
1620522066.6389692,linpack,32452.12236084453,['8000.0']
1620522066.6791024,videoprocess,9070.0,['5.6M.mp4']
1620522067.1122243,encrypt,17921.0,"['35000.0', '75.0']"
1620522067.895513,encrypt,34271.5,"['50000.0', '100.0']"
1620522069.9231021,imageprocess,1294.0,['1.4M-sunset_river_514676.jpg']
1620522070.416175,floatmatmult,2736.0,"['matrix1_2000_0.1.txt', 'matrix1_2000_0.1.txt']"
1620522071.3455517,sentiment,10701.0,['1750-strings.json']
1620522071.660981,lrtrain,208818.0,['100M-reviews.csv']
1620522072.546422,encrypt,17276.5,"['50000.0', '50.0']"
1620522073.8521614,videoprocess,4369.0,['6.1M-720.avi']
1620522077.2263293,imageprocess,4161.5,['28M-the_river_514681.jpg']
1620522079.4101758,mobilenet,2983.0,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620522079.9786818,encrypt,80.5,"['500.0', '10.0']"
1620522081.1763299,sentiment,11671.0,['2000-strings.json']
1620522081.4057333,sentiment,7394.0,['1250-strings.json']
1620522082.0372462,mobilenet,3054.0,['4.1M-backlit_flower_513144.jpg']
1620522084.3270965,videoprocess,672.0,['1.5M-bird.avi']
1620522085.4930634,sentiment,14421.0,['2500-strings.json']
1620522086.0720568,mobilenet,3007.0,['2.5M-red_velvet_514717.jpg']
1620522087.1137357,lrtrain,105881.0,['50M-reviews.csv']
1620522087.5487974,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522089.2876194,mobilenet,2964.5,['1.4M-sunset_river_514676.jpg']
1620522090.0045922,encrypt,10401.0,"['50000.0', '30.0']"
1620522092.1043608,linpack,36696.5,['10000.0']
1620522092.3632507,imageprocess,1472.0,['4.0M-hi_there_513531.jpg']
1620522092.4481745,linpack,24457.0,['5000.0']
1620522093.020615,linpack,25711.982245681374,['6000.0']
1620522093.1341515,encrypt,398.0,"['1000.0', '50.0']"
1620522093.281261,encrypt,1088.5,"['5000.0', '30.0']"
1620522093.8551555,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522095.4401414,sentiment,4663.0,['750-strings.json']
1620522095.8055892,linpack,18971.842130518235,['4000.0']
1620522096.7518203,imageprocess,4037.0,['12M-disabled_fashion_513292.jpg']
1620522097.7622051,mobilenet,3515.0,['28M-the_river_514681.jpg']
1620522097.9260237,sentiment,16049.5,['2750-strings.json']
1620522098.068973,encrypt,104.0,"['1000.0', '10.0']"
1620522098.919295,linpack,35822.1924184261,['9000.0']
1620522099.1229148,linpack,13916.737044145872,['2500.0']
1620522100.4541466,videoprocess,6990.0,['3.8M.mp4']
1620522100.699205,floatmatmult,1397.0,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']"
1620522101.8173854,lrtrain,15365.0,['10M-reviews.csv']
1620522103.6272492,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']"
1620522104.1993594,videoprocess,531.0,['820K-cbw3.avi']
1620522107.877713,imageprocess,2697.5,['7.4M-ford_gt_35_15_516157.jpg']
1620522108.3376617,videoprocess,397.0,['284K-flame.avi']
1620522108.6580625,floatmatmult,1371.5,"['matrix1_1000_0.5.txt', 'matrix1_1000_0.5.txt']"
1620522109.134091,linpack,24026.947216890592,['5500.0']
1620522109.2134905,lrtrain,47935.0,['20M-reviews.csv']
1620522109.6086466,linpack,20656.87715930902,['4500.0']
1620522110.6107063,linpack,2522.0,['500.0']
1620522113.8626835,mobilenet,2974.5,['4.0M-hi_there_513531.jpg']
1620522114.9642956,sentiment,6034.0,['1000-strings.json']
1620522116.306044,lrtrain,208818.0,['100M-reviews.csv']
1620522116.378253,lrtrain,105881.0,['50M-reviews.csv']
1620522117.0651946,lrtrain,15365.0,['10M-reviews.csv']
1620522118.6559973,videoprocess,4964.0,['2.2M.mp4']
1620522118.9762974,imageprocess,1211.0,['1.6M-lisbon_sunset_514529.jpg']
1620522119.7653265,sentiment,1786.5,['250-strings.json']
1620522120.4781187,imageprocess,1597.0,['6.4M-peacock_butterfly_2_514342.jpg']
1620522121.9647646,encrypt,739.0,"['10000.0', '10.0']"
1620522123.9355574,videoprocess,814.5,['404K-small.avi']
1620522127.2628713,imageprocess,2248.0,['7.9M-craggy_rock_517201.jpg']
1620522128.2828472,videoprocess,8385.0,['4.9M.mp4']
1620522129.7831044,linpack,37507.22744721689,['9500.0']
1620522131.8693867,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522132.5876873,lrtrain,47935.0,['20M-reviews.csv']
1620522134.2670693,imageprocess,1914.5,['1.3M-one_tacky_cup_515072.jpg']
1620522134.6316726,lrtrain,208818.0,['100M-reviews.csv']
1620522135.7843904,lrtrain,105881.0,['50M-reviews.csv']
1620522136.3351429,floatmatmult,1163.0,"['matrix1_1000_0.1.txt', 'matrix1_1000_0.1.txt']"
1620522137.1533768,videoprocess,475.0,['660K-drop.avi']
1620522139.2986333,imageprocess,2416.0,['6.3M-cafe_coffe_515939.jpg']
1620522139.5426261,sentiment,521.0,['50-strings.json']
1620522140.434642,encrypt,1793.5,"['5000.0', '50.0']"
1620522143.964258,mobilenet,3400.5,['12M-disabled_fashion_513292.jpg']
1620522144.4930632,imageprocess,2608.5,['1.4M-leaves_of_grass_515433.jpg']
1620522144.5268114,lrtrain,15365.0,['10M-reviews.csv']
1620522144.986821,sentiment,12872.0,['2250-strings.json']
1620522145.6949377,encrypt,250.0,"['1000.0', '30.0']"
1620522148.487675,linpack,15601.77207293666,['3000.0']
1620522148.5360942,linpack,34137.157389635315,['8500.0']
1620522149.4495301,imageprocess,2262.0,['6.8M-eiffel_ice_516309.jpg']
1620522150.5193362,floatmatmult,1481.0,"['matrix1_1000_0.9.txt', 'matrix1_1000_0.9.txt']"
1620522152.2318892,videoprocess,9439.0,['6.1M.mp4']
1620522152.9976962,floatmatmult,48252.5,"['matrix1_8000_0.1.txt', 'matrix1_8000_0.1.txt']"
1620522153.2692852,lrtrain,47935.0,['20M-reviews.csv']
1620522153.3953888,sentiment,804.5,['100-strings.json']
1620522154.218556,sentiment,3266.5,['500-strings.json']
1620522154.6469398,floatmatmult,31556.0,"['matrix1_6000_0.5.txt', 'matrix1_6000_0.5.txt']"
1620522155.5655694,mobilenet,3382.5,['7.4M-ford_gt_35_15_516157.jpg']
1620522158.1985822,sentiment,8838.0,['1500-strings.json']
1620522159.0027578,mobilenet,2980.5,['1.6M-lisbon_sunset_514529.jpg']
1620522159.603365,imageprocess,3225.0,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522160.6952324,floatmatmult,10375.5,"['matrix1_4000_0.1.txt', 'matrix1_4000_0.1.txt']"
1620522162.1927657,lrtrain,208818.0,['100M-reviews.csv']
1620522168.058544,videoprocess,3078.5,['4.9M-640.avi']
1620522168.6555884,linpack,8019.114443378119,['750.0']
1620522170.2493842,linpack,31019.5,['7500.0']
1620522171.3752935,sentiment,17761.5,['3000-strings.json']
1620522171.7568479,lrtrain,105881.0,['50M-reviews.csv']
1620522172.5302076,videoprocess,3086.0,['1008K-grb_2.avi']
1620522173.0373292,imageprocess,1821.0,['4.9M-seeing_red_515961.jpg']
1620522174.7793145,sentiment,10701.0,['1750-strings.json']
1620522176.237179,imageprocess,3259.5,['4.2M-praa_sands_2_516054.jpg']
1620522176.352986,sentiment,11671.0,['2000-strings.json']
1620522176.879867,sentiment,7394.0,['1250-strings.json']
1620522177.0828655,lrtrain,15365.0,['10M-reviews.csv']
1620522177.328341,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620522177.4657142,sentiment,14421.0,['2500-strings.json']
1620522177.7991607,linpack,27397.017274472164,['6500.0']
1620522177.9390588,videoprocess,9070.0,['5.6M.mp4']
1620522178.1466043,floatmatmult,3300.0,"['matrix1_2000_0.5.txt', 'matrix1_2000_0.5.txt']"
1620522179.8218167,imageprocess,2076.0,['5.1M-itsthemensworld_514784.jpg']
1620522181.018574,imageprocess,1268.0,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522181.6246748,sentiment,4663.0,['750-strings.json']
1620522181.8313851,linpack,15221.0,['2000.0']
1620522183.0429928,encrypt,11929.5,"['35000.0', '50.0']"
1620522185.0126572,floatmatmult,33575.0,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']"
1620522185.893867,lrtrain,47935.0,['20M-reviews.csv']
1620522187.2161098,sentiment,16049.5,['2750-strings.json']
1620522189.1041813,imageprocess,1083.0,['1.8M-deserted_bench_197838.jpg']
1620522190.763022,sentiment,6034.0,['1000-strings.json']
1620522191.338099,floatmatmult,59077.5,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']"
1620522191.6307468,linpack,7837.5,['1000.0']
1620522191.9295053,floatmatmult,51849.0,"['matrix1_8000_0.3.txt', 'matrix1_8000_0.3.txt']"
1620522191.9357297,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']"
1620522192.014697,linpack,20104.5,['3500.0']
1620522192.1246653,linpack,29082.05230326295,['7000.0']
1620522193.5569234,sentiment,1786.5,['250-strings.json']
1620522194.4870565,linpack,10546.666986564298,['1500.0']
1620522196.4076228,floatmatmult,12201.5,"['matrix1_4000_0.5.txt', 'matrix1_4000_0.5.txt']"
1620522199.9119403,videoprocess,4369.0,['6.1M-720.avi']
1620522200.7995148,videoprocess,672.0,['1.5M-bird.avi']
1620522201.1205943,sentiment,521.0,['50-strings.json']
1620522201.2035432,sentiment,12872.0,['2250-strings.json']
1620522202.0492215,lrtrain,208818.0,['100M-reviews.csv']
1620522204.0355005,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522204.5449345,imageprocess,1777.0,['2.4M-venice_in_winter_513381.jpg']
1620522204.7334132,imageprocess,1887.0,['3.4M-glass_chess_2_515415.jpg']
1620522206.4965703,mobilenet,2992.5,['6.4M-peacock_butterfly_2_514342.jpg']
1620522207.264957,linpack,6334.079414587332,['250.0']
1620522209.000072,encrypt,145.5,"['500.0', '30.0']"
1620522211.7334406,mobilenet,3112.0,['7.9M-craggy_rock_517201.jpg']
1620522215.9059339,sentiment,804.5,['100-strings.json']
1620522216.3219187,sentiment,3266.5,['500-strings.json']
1620522216.3724847,encrypt,921.0,"['5000.0', '25.0']"
1620522217.6983984,encrypt,7234.5,"['35000.0', '30.0']"
1620522218.9417143,imageprocess,2132.5,['8.2M-my_soul_517211.jpg']
1620522220.2099779,encrypt,6089.5,"['35000.0', '25.0']"
1620522220.251248,mobilenet,2950.0,['1.3M-one_tacky_cup_515072.jpg']
1620522220.8393633,sentiment,8838.0,['1500-strings.json']
1620522221.1593943,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']"
1620522221.720766,mobilenet,3109.0,['6.3M-cafe_coffe_515939.jpg']
1620522224.2628648,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522226.470283,sentiment,17761.5,['3000-strings.json']
1620522228.5894613,sentiment,10701.0,['1750-strings.json']
1620522229.1692016,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620522229.5814495,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620522229.8123524,imageprocess,1743.0,['3.7M-south_boston_va_516934.jpg']
1620522231.0160334,encrypt,212.0,"['1000.0', '25.0']"
1620522231.8512745,lrtrain,105881.0,['50M-reviews.csv']
1620522232.633609,sentiment,11671.0,['2000-strings.json']
1620522233.1185284,videoprocess,6990.0,['3.8M.mp4']
1620522233.8591623,imageprocess,2260.0,['5.6M-statue_of_liberty_original_model_version_2_517010.jpg']
1620522235.2854264,lrtrain,15365.0,['10M-reviews.csv']
1620522235.750538,lrtrain,47935.0,['20M-reviews.csv']
1620522237.347872,sentiment,7394.0,['1250-strings.json']
1620522240.065758,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620522240.1239288,lrtrain,208818.0,['100M-reviews.csv']
1620522240.4160457,sentiment,14421.0,['2500-strings.json']
1620522240.4465609,imageprocess,931.5,['916K-pollution_2_514607.jpg']
1620522242.7053485,linpack,32452.12236084453,['8000.0']
1620522244.4296196,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620522245.9517674,encrypt,2457.0,"['35000.0', '10.0']"
1620522246.0994155,linpack,36696.5,['10000.0']
1620522246.7523081,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620522246.7966902,lrtrain,105881.0,['50M-reviews.csv']
1620522247.533433,lrtrain,15365.0,['10M-reviews.csv']
1620522249.2170637,mobilenet,3033.5,['1.4M-leaves_of_grass_515433.jpg']
1620522249.3275578,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620522250.1572669,encrypt,410.5,"['500.0', '100.0']"
1620522250.7650113,encrypt,1769.5,"['10000.0', '25.0']"
1620522251.5103152,videoprocess,531.0,['820K-cbw3.avi']
1620522252.8811927,linpack,24457.0,['5000.0']
1620522252.976999,mobilenet,3159.0,['6.8M-eiffel_ice_516309.jpg']
1620522253.770795,lrtrain,47935.0,['20M-reviews.csv']
1620522254.2331316,lrtrain,208818.0,['100M-reviews.csv']
1620522255.281786,mobilenet,3125.5,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522255.8535786,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620522256.0326343,lrtrain,105881.0,['50M-reviews.csv']
1620522257.4131773,lrtrain,15365.0,['10M-reviews.csv']
1620522259.8492157,encrypt,5222.0,"['10000.0', '75.0']"
1620522260.495694,linpack,25711.982245681374,['6000.0']
1620522260.5641673,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620522261.4029994,videoprocess,397.0,['284K-flame.avi']
1620522261.6729367,linpack,18971.842130518235,['4000.0']
1620522261.714156,mobilenet,3039.5,['4.9M-seeing_red_515961.jpg']
1620522263.163556,linpack,35822.1924184261,['9000.0']
1620522263.6289265,lrtrain,47935.0,['20M-reviews.csv']
1620522264.7722154,videoprocess,4964.0,['2.2M.mp4']
1620522265.8482857,linpack,13916.737044145872,['2500.0']
1620522268.2297854,imageprocess,2098.5,['5.7M-forest_floor_515925.jpg']
1620522268.6131313,videoprocess,814.5,['404K-small.avi']
1620522269.2189102,encrypt,2116.0,"['10000.0', '30.0']"
1620522269.224365,lrtrain,208818.0,['100M-reviews.csv']
1620522273.6161284,videoprocess,8385.0,['4.9M.mp4']
1620522273.764331,lrtrain,105881.0,['50M-reviews.csv']
1620522274.9791028,mobilenet,3172.5,['4.2M-praa_sands_2_516054.jpg']
1620522275.5161,imageprocess,1587.0,['2.5M-feliz_quinta_flower_513506.jpg']
1620522278.054432,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522280.002388,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620522281.1021442,videoprocess,475.0,['660K-drop.avi']
1620522281.9020257,lrtrain,15365.0,['10M-reviews.csv']
1620522282.5117793,imageprocess,2369.0,['1.6M-white_tulips_514483.jpg']
1620522283.1282237,encrypt,577.0,"['1000.0', '75.0']"
1620522283.7564037,encrypt,25640.5,"['50000.0', '75.0']"
1620522284.5972474,sentiment,4663.0,['750-strings.json']
1620522284.899314,encrypt,315.0,"['500.0', '75.0']"
1620522286.9348345,sentiment,16049.5,['2750-strings.json']
1620522286.976256,floatmatmult,2736.0,"['matrix1_2000_0.1.txt', 'matrix1_2000_0.1.txt']"
1620522288.0053365,sentiment,6034.0,['1000-strings.json']
1620522288.6850393,lrtrain,47935.0,['20M-reviews.csv']
1620522289.4617205,imageprocess,1517.5,['2.5M-fashion_cupcakes_513638.jpg']
1620522290.3499234,imageprocess,1341.5,['7.8M-heavy_snow_2_516009.jpg']
1620522290.8974721,mobilenet,3018.5,['5.1M-itsthemensworld_514784.jpg']
1620522291.4043732,linpack,24026.947216890592,['5500.0']
1620522291.7068892,lrtrain,208818.0,['100M-reviews.csv']
1620522292.9529765,imageprocess,2471.0,['4.0M-quotfrench_lacequot_rose_516786.jpg']
1620522293.5607593,imageprocess,1081.5,['952K-iris_and_daisies_2_194935.jpg']
1620522295.0915241,lrtrain,105881.0,['50M-reviews.csv']
1620522295.3351557,lrtrain,15365.0,['10M-reviews.csv']
1620522295.925735,lrtrain,47935.0,['20M-reviews.csv']
1620522296.4705255,imageprocess,1522.0,['1.3M-pigeon_2_197296.jpg']
1620522296.608364,lrtrain,208818.0,['100M-reviews.csv']
1620522296.9027374,imageprocess,1616.0,['9.2M-rose_2_514080.jpg']
1620522297.8629243,sentiment,1786.5,['250-strings.json']
1620522297.9516451,floatmatmult,1397.0,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']"
1620522300.062478,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']"
1620522300.5158136,floatmatmult,1371.5,"['matrix1_1000_0.5.txt', 'matrix1_1000_0.5.txt']"
1620522301.1611595,mobilenet,2924.5,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522301.8393886,sentiment,521.0,['50-strings.json']
1620522302.535918,encrypt,126.5,"['500.0', '25.0']"
1620522303.7129204,lrtrain,105881.0,['50M-reviews.csv']
1620522305.9159856,sentiment,12872.0,['2250-strings.json']
1620522308.322827,floatmatmult,1163.0,"['matrix1_1000_0.1.txt', 'matrix1_1000_0.1.txt']"
1620522309.4721744,floatmatmult,1481.0,"['matrix1_1000_0.9.txt', 'matrix1_1000_0.9.txt']"
1620522309.5329006,sentiment,804.5,['100-strings.json']
1620522314.4735842,lrtrain,15365.0,['10M-reviews.csv']
1620522315.3370516,linpack,20656.87715930902,['4500.0']
1620522315.7962565,lrtrain,47935.0,['20M-reviews.csv']
1620522316.5752728,videoprocess,9439.0,['6.1M.mp4']
1620522319.6394215,encrypt,8655.0,"['50000.0', '25.0']"
1620522320.0750878,linpack,2522.0,['500.0']
1620522320.3730443,mobilenet,2979.0,['1.8M-deserted_bench_197838.jpg']
1620522323.0923169,lrtrain,208818.0,['100M-reviews.csv']
1620522323.2001302,lrtrain,105881.0,['50M-reviews.csv']
1620522324.3859138,floatmatmult,48252.5,"['matrix1_8000_0.1.txt', 'matrix1_8000_0.1.txt']"
1620522324.5721347,sentiment,3266.5,['500-strings.json']
1620522324.945902,imageprocess,1222.5,['3.0M-french_fries_516538.jpg']
1620522325.0843081,linpack,37507.22744721689,['9500.0']
1620522325.9717247,imageprocess,1820.0,['2.9M-water_splash_515404.jpg']
1620522329.468933,mobilenet,2930.0,['2.4M-venice_in_winter_513381.jpg']
1620522330.551677,lrtrain,15365.0,['10M-reviews.csv']
1620522335.6294317,imageprocess,2099.0,['17M-week_2_majestic_rock_514665.jpg']
1620522335.6400397,floatmatmult,31556.0,"['matrix1_6000_0.5.txt', 'matrix1_6000_0.5.txt']"
1620522336.2994356,mobilenet,3051.5,['3.4M-glass_chess_2_515415.jpg']
1620522337.8195622,sentiment,8838.0,['1500-strings.json']
1620522337.8395047,linpack,15601.77207293666,['3000.0']
1620522337.8829265,videoprocess,3078.5,['4.9M-640.avi']
1620522338.3912082,videoprocess,3086.0,['1008K-grb_2.avi']
1620522339.1074088,encrypt,3488.5,"['10000.0', '50.0']"
1620522340.949067,lrtrain,47935.0,['20M-reviews.csv']
1620522341.7800555,encrypt,3549.0,"['5000.0', '100.0']"
1620522341.962899,floatmatmult,10375.5,"['matrix1_4000_0.1.txt', 'matrix1_4000_0.1.txt']"
