start_timestamps,function,duration,parameters
1620521969.8903992,mobilenet,2941.0,['5.7M-winter_in_leeds_513733.jpg']
1620521970.1132529,lrtrain,208818.0,['100M-reviews.csv']
1620521970.5458481,sentiment,12872.0,['2250-strings.json']
1620521970.6374617,linpack,2522.0,['500.0']
1620521970.7215583,floatmatmult,59077.5,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']"
1620521970.8180735,imageprocess,1697.0,['6.2M-dark_city_513227.jpg']
1620521970.8210635,floatmatmult,51849.0,"['matrix1_8000_0.3.txt', 'matrix1_8000_0.3.txt']"
1620521971.367006,sentiment,804.5,['100-strings.json']
1620521971.5255096,sentiment,3266.5,['500-strings.json']
1620521971.5810795,lrtrain,105881.0,['50M-reviews.csv']
1620521972.3156683,encrypt,6981.0,"['10000.0', '100.0']"
1620521972.882253,mobilenet,3472.5,['30M-river_landscape_515440.jpg']
1620521973.136755,imageprocess,1387.0,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620521973.2202394,encrypt,2701.0,"['5000.0', '75.0']"
1620521973.2702937,lrtrain,15365.0,['10M-reviews.csv']
1620521973.7829776,linpack,37507.22744721689,['9500.0']
1620521973.8945897,mobilenet,2997.5,['6.1M-simple_landscape_2_515009.jpg']
1620521974.0392058,lrtrain,47935.0,['20M-reviews.csv']
1620521974.4589493,imageprocess,1487.5,['1.3M-daisy_514381.jpg']
1620521974.603373,linpack,15601.77207293666,['3000.0']
1620521975.009239,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']"
1620521975.7382438,mobilenet,3089.0,['5.6M-pink_sorrel_515688.jpg']
1620521976.161495,sentiment,8838.0,['1500-strings.json']
1620521976.2942016,floatmatmult,12201.5,"['matrix1_4000_0.5.txt', 'matrix1_4000_0.5.txt']"
1620521976.5207486,videoprocess,8385.0,['4.9M.mp4']
1620521976.8055842,imageprocess,1479.0,['5.7M-yantra_river_514678.jpg']
1620521976.8912902,lrtrain,208818.0,['100M-reviews.csv']
1620521976.9443896,lrtrain,105881.0,['50M-reviews.csv']
1620521977.450942,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']"
1620521977.64605,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620521977.6675987,sentiment,17761.5,['3000-strings.json']
1620521978.0369747,videoprocess,475.0,['660K-drop.avi']
1620521978.0792425,videoprocess,9439.0,['6.1M.mp4']
1620521978.232647,lrtrain,15365.0,['10M-reviews.csv']
1620521978.4442015,mobilenet,3360.0,['13M-forest_515915.jpg']
1620521978.6052437,mobilenet,2996.5,['4.5M-forest_513174.jpg']
1620521978.74577,videoprocess,3078.5,['4.9M-640.avi']
1620521978.8606327,mobilenet,3065.0,['6.1M-fire_514822.jpg']
1620521978.8691592,mobilenet,3055.5,['6.2M-dark_city_513227.jpg']
1620521979.1920855,imageprocess,1503.5,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620521979.58168,mobilenet,2947.5,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620521979.7818484,imageprocess,2038.5,['4.1M-backlit_flower_513144.jpg']
1620521980.6916928,encrypt,757.0,"['1000.0', '100.0']"
1620521980.7910123,mobilenet,2976.0,['1.3M-daisy_514381.jpg']
1620521981.090517,mobilenet,3068.0,['5.7M-yantra_river_514678.jpg']
1620521981.248987,encrypt,223.0,"['500.0', '50.0']"
1620521981.3314216,imageprocess,1334.0,['2.5M-red_velvet_514717.jpg']
1620521982.43065,encrypt,385.5,"['5000.0', '10.0']"
1620521982.5432827,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620521983.8022096,imageprocess,1294.0,['1.4M-sunset_river_514676.jpg']
1620521984.2098382,mobilenet,2983.0,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620521984.7722518,linpack,34137.157389635315,['8500.0']
1620521984.797379,encrypt,23943.5,"['35000.0', '100.0']"
1620521985.0528111,linpack,8019.114443378119,['750.0']
1620521985.5288446,imageprocess,4161.5,['28M-the_river_514681.jpg']
1620521986.452059,linpack,31019.5,['7500.0']
1620521987.3884656,sentiment,10701.0,['1750-strings.json']
1620521988.3882601,linpack,27397.017274472164,['6500.0']
1620521988.6401446,mobilenet,3054.0,['4.1M-backlit_flower_513144.jpg']
1620521988.7202609,encrypt,17921.0,"['35000.0', '75.0']"
1620521988.8404133,videoprocess,3086.0,['1008K-grb_2.avi']
1620521989.1553833,sentiment,11671.0,['2000-strings.json']
1620521989.4971,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620521989.6233435,encrypt,34271.5,"['50000.0', '100.0']"
1620521989.7013974,mobilenet,3007.0,['2.5M-red_velvet_514717.jpg']
1620521989.8255975,imageprocess,1472.0,['4.0M-hi_there_513531.jpg']
1620521990.0898561,mobilenet,2964.5,['1.4M-sunset_river_514676.jpg']
1620521990.1639452,imageprocess,4037.0,['12M-disabled_fashion_513292.jpg']
1620521990.318504,mobilenet,3515.0,['28M-the_river_514681.jpg']
1620521990.435873,mobilenet,2974.5,['4.0M-hi_there_513531.jpg']
1620521991.0749316,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620521991.28185,lrtrain,47935.0,['20M-reviews.csv']
1620521991.4763727,encrypt,17276.5,"['50000.0', '50.0']"
1620521991.709196,linpack,15221.0,['2000.0']
1620521992.5540774,encrypt,80.5,"['500.0', '10.0']"
1620521994.2717907,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620521994.360045,mobilenet,3400.5,['12M-disabled_fashion_513292.jpg']
1620521994.6781988,sentiment,7394.0,['1250-strings.json']
1620521994.722192,linpack,7837.5,['1000.0']
1620521994.8646708,sentiment,14421.0,['2500-strings.json']
1620521995.2376015,encrypt,10401.0,"['50000.0', '30.0']"
1620521995.3547313,videoprocess,9070.0,['5.6M.mp4']
1620521995.487468,mobilenet,3382.5,['7.4M-ford_gt_35_15_516157.jpg']
1620521996.1512914,mobilenet,2980.5,['1.6M-lisbon_sunset_514529.jpg']
1620521996.6737382,lrtrain,208818.0,['100M-reviews.csv']
1620521996.737418,videoprocess,4369.0,['6.1M-720.avi']
1620521996.7447233,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620521996.911804,encrypt,398.0,"['1000.0', '50.0']"
1620521996.9783332,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620521997.4200218,imageprocess,2697.5,['7.4M-ford_gt_35_15_516157.jpg']
1620521998.4262924,sentiment,4663.0,['750-strings.json']
1620521998.9838617,videoprocess,672.0,['1.5M-bird.avi']
1620521999.298733,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620521999.6855156,encrypt,1088.5,"['5000.0', '30.0']"
1620522000.0743887,linpack,20104.5,['3500.0']
1620522000.7750995,linpack,29082.05230326295,['7000.0']
1620522000.997726,lrtrain,105881.0,['50M-reviews.csv']
1620522001.0682094,linpack,10546.666986564298,['1500.0']
1620522001.3681977,mobilenet,2992.5,['6.4M-peacock_butterfly_2_514342.jpg']
1620522002.2365482,sentiment,16049.5,['2750-strings.json']
1620522002.2824156,mobilenet,3112.0,['7.9M-craggy_rock_517201.jpg']
1620522002.3171585,imageprocess,1211.0,['1.6M-lisbon_sunset_514529.jpg']
1620522002.4556487,mobilenet,2950.0,['1.3M-one_tacky_cup_515072.jpg']
1620522003.821966,mobilenet,3109.0,['6.3M-cafe_coffe_515939.jpg']
1620522004.1255329,mobilenet,3033.5,['1.4M-leaves_of_grass_515433.jpg']
1620522004.1739378,encrypt,104.0,"['1000.0', '10.0']"
1620522004.7160964,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620522004.73368,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620522004.7901967,encrypt,739.0,"['10000.0', '10.0']"
1620522004.9577038,linpack,6334.079414587332,['250.0']
1620522005.5402057,mobilenet,3159.0,['6.8M-eiffel_ice_516309.jpg']
1620522006.5274248,imageprocess,1597.0,['6.4M-peacock_butterfly_2_514342.jpg']
1620522006.6129804,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620522006.831529,mobilenet,3125.5,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522006.870982,mobilenet,3039.5,['4.9M-seeing_red_515961.jpg']
1620522006.887046,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522007.296763,lrtrain,15365.0,['10M-reviews.csv']
1620522007.4448564,imageprocess,2248.0,['7.9M-craggy_rock_517201.jpg']
1620522008.0667756,encrypt,1793.5,"['5000.0', '50.0']"
1620522008.2816732,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522008.4475448,videoprocess,6990.0,['3.8M.mp4']
1620522009.9223738,videoprocess,531.0,['820K-cbw3.avi']
1620522010.0599988,videoprocess,397.0,['284K-flame.avi']
1620522010.2382164,lrtrain,47935.0,['20M-reviews.csv']
1620522010.5447142,encrypt,250.0,"['1000.0', '30.0']"
1620522011.458339,imageprocess,1914.5,['1.3M-one_tacky_cup_515072.jpg']
1620522011.768422,encrypt,11929.5,"['35000.0', '50.0']"
1620522011.8999863,lrtrain,208818.0,['100M-reviews.csv']
1620522011.9732955,lrtrain,105881.0,['50M-reviews.csv']
1620522012.6388555,linpack,32452.12236084453,['8000.0']
1620522012.6794214,floatmatmult,2736.0,"['matrix1_2000_0.1.txt', 'matrix1_2000_0.1.txt']"
1620522012.7405834,floatmatmult,1397.0,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']"
1620522013.4687057,sentiment,6034.0,['1000-strings.json']
1620522013.922464,imageprocess,2416.0,['6.3M-cafe_coffe_515939.jpg']
1620522014.3303394,lrtrain,15365.0,['10M-reviews.csv']
1620522014.4909387,imageprocess,2608.5,['1.4M-leaves_of_grass_515433.jpg']
1620522014.688763,imageprocess,2262.0,['6.8M-eiffel_ice_516309.jpg']
1620522015.035361,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']"
1620522015.1414297,sentiment,1786.5,['250-strings.json']
1620522015.821943,floatmatmult,1371.5,"['matrix1_1000_0.5.txt', 'matrix1_1000_0.5.txt']"
1620522016.0066578,linpack,36696.5,['10000.0']
1620522016.2359085,videoprocess,4964.0,['2.2M.mp4']
1620522016.2547715,encrypt,145.5,"['500.0', '30.0']"
1620522016.363361,lrtrain,47935.0,['20M-reviews.csv']
1620522017.1677263,lrtrain,208818.0,['100M-reviews.csv']
1620522017.2394423,linpack,24457.0,['5000.0']
1620522019.2986333,lrtrain,105881.0,['50M-reviews.csv']
1620522019.5426261,encrypt,921.0,"['5000.0', '25.0']"
1620522019.8492157,linpack,25711.982245681374,['6000.0']
1620522019.9119403,mobilenet,3172.5,['4.2M-praa_sands_2_516054.jpg']
1620522020.434642,floatmatmult,1163.0,"['matrix1_1000_0.1.txt', 'matrix1_1000_0.1.txt']"
1620522020.495694,lrtrain,15365.0,['10M-reviews.csv']
1620522020.5641673,lrtrain,47935.0,['20M-reviews.csv']
1620522020.7995148,imageprocess,3225.0,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522021.1205943,linpack,18971.842130518235,['4000.0']
1620522021.2035432,videoprocess,814.5,['404K-small.avi']
1620522021.4029994,encrypt,7234.5,"['35000.0', '30.0']"
1620522021.6729367,encrypt,6089.5,"['35000.0', '25.0']"
1620522021.714156,floatmatmult,1481.0,"['matrix1_1000_0.9.txt', 'matrix1_1000_0.9.txt']"
1620522022.0492215,videoprocess,8385.0,['4.9M.mp4']
1620522023.163556,mobilenet,3018.5,['5.1M-itsthemensworld_514784.jpg']
1620522023.6289265,sentiment,521.0,['50-strings.json']
1620522023.964258,floatmatmult,48252.5,"['matrix1_8000_0.1.txt', 'matrix1_8000_0.1.txt']"
1620522024.0355005,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522024.4930632,videoprocess,475.0,['660K-drop.avi']
1620522024.5268114,floatmatmult,31556.0,"['matrix1_6000_0.5.txt', 'matrix1_6000_0.5.txt']"
1620522024.5449345,lrtrain,208818.0,['100M-reviews.csv']
1620522024.7334132,encrypt,212.0,"['1000.0', '25.0']"
1620522024.7722154,sentiment,12872.0,['2250-strings.json']
1620522024.986821,lrtrain,105881.0,['50M-reviews.csv']
1620522025.6949377,lrtrain,15365.0,['10M-reviews.csv']
1620522025.8482857,lrtrain,47935.0,['20M-reviews.csv']
1620522026.4965703,lrtrain,208818.0,['100M-reviews.csv']
1620522027.264957,mobilenet,2924.5,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522028.2297854,floatmatmult,10375.5,"['matrix1_4000_0.1.txt', 'matrix1_4000_0.1.txt']"
1620522028.487675,mobilenet,2979.0,['1.8M-deserted_bench_197838.jpg']
1620522028.5360942,imageprocess,1821.0,['4.9M-seeing_red_515961.jpg']
1620522028.6131313,imageprocess,3259.5,['4.2M-praa_sands_2_516054.jpg']
1620522029.000072,mobilenet,2930.0,['2.4M-venice_in_winter_513381.jpg']
1620522029.2189102,videoprocess,9439.0,['6.1M.mp4']
1620522029.224365,sentiment,804.5,['100-strings.json']
1620522029.4495301,imageprocess,2076.0,['5.1M-itsthemensworld_514784.jpg']
1620522030.5193362,encrypt,2457.0,"['35000.0', '10.0']"
1620522031.7334406,videoprocess,3078.5,['4.9M-640.avi']
1620522032.2318892,floatmatmult,3300.0,"['matrix1_2000_0.5.txt', 'matrix1_2000_0.5.txt']"
1620522032.9976962,mobilenet,3051.5,['3.4M-glass_chess_2_515415.jpg']
1620522033.2692852,lrtrain,105881.0,['50M-reviews.csv']
1620522033.3953888,mobilenet,3084.5,['8.2M-my_soul_517211.jpg']
1620522033.6161284,linpack,35822.1924184261,['9000.0']
1620522033.764331,lrtrain,15365.0,['10M-reviews.csv']
1620522034.218556,linpack,13916.737044145872,['2500.0']
1620522034.6469398,mobilenet,3069.0,['3.7M-south_boston_va_516934.jpg']
1620522034.9791028,videoprocess,3086.0,['1008K-grb_2.avi']
1620522035.5161,encrypt,410.5,"['500.0', '100.0']"
1620522035.5655694,mobilenet,3015.5,['5.6M-statue_of_liberty_original_model_version_2_517010.jpg']
1620522035.9059339,linpack,24026.947216890592,['5500.0']
1620522036.3219187,linpack,20656.87715930902,['4500.0']
1620522036.3724847,lrtrain,47935.0,['20M-reviews.csv']
1620522037.6983984,imageprocess,1268.0,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522038.054432,sentiment,3266.5,['500-strings.json']
1620522038.1985822,lrtrain,208818.0,['100M-reviews.csv']
1620522038.9417143,linpack,2522.0,['500.0']
1620522039.0027578,floatmatmult,33575.0,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']"
1620522039.603365,imageprocess,1083.0,['1.8M-deserted_bench_197838.jpg']
1620522040.002388,linpack,37507.22744721689,['9500.0']
1620522040.2099779,mobilenet,2889.5,['916K-pollution_2_514607.jpg']
1620522040.251248,mobilenet,3055.5,['5.7M-forest_floor_515925.jpg']
1620522040.6952324,encrypt,1769.5,"['10000.0', '25.0']"
1620522040.8393633,linpack,15601.77207293666,['3000.0']
1620522041.1021442,floatmatmult,59077.5,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']"
1620522041.1593943,imageprocess,1777.0,['2.4M-venice_in_winter_513381.jpg']
1620522041.720766,encrypt,5222.0,"['10000.0', '75.0']"
1620522041.9020257,linpack,34137.157389635315,['8500.0']
1620522042.1927657,floatmatmult,51849.0,"['matrix1_8000_0.3.txt', 'matrix1_8000_0.3.txt']"
1620522042.5117793,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']"
1620522043.1282237,mobilenet,2982.5,['2.5M-feliz_quinta_flower_513506.jpg']
1620522043.7564037,imageprocess,1887.0,['3.4M-glass_chess_2_515415.jpg']
1620522044.2628648,mobilenet,3033.0,['1.6M-white_tulips_514483.jpg']
1620522044.5972474,lrtrain,105881.0,['50M-reviews.csv']
1620522044.899314,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620522046.470283,sentiment,8838.0,['1500-strings.json']
1620522046.9348345,imageprocess,2132.5,['8.2M-my_soul_517211.jpg']
1620522046.976256,mobilenet,2957.0,['2.5M-fashion_cupcakes_513638.jpg']
1620522048.0053365,sentiment,17761.5,['3000-strings.json']
1620522048.058544,linpack,8019.114443378119,['750.0']
1620522048.5894613,encrypt,2116.0,"['10000.0', '30.0']"
1620522048.6555884,linpack,31019.5,['7500.0']
1620522048.6850393,mobilenet,3075.0,['7.8M-heavy_snow_2_516009.jpg']
1620522049.1692016,lrtrain,15365.0,['10M-reviews.csv']
1620522049.4617205,videoprocess,9070.0,['5.6M.mp4']
1620522049.5814495,lrtrain,47935.0,['20M-reviews.csv']
1620522049.8123524,encrypt,577.0,"['1000.0', '75.0']"
1620522050.2493842,sentiment,10701.0,['1750-strings.json']
1620522050.3499234,imageprocess,1743.0,['3.7M-south_boston_va_516934.jpg']
1620522050.8974721,sentiment,11671.0,['2000-strings.json']
1620522051.0160334,encrypt,25640.5,"['50000.0', '75.0']"
1620522051.3752935,floatmatmult,12201.5,"['matrix1_4000_0.5.txt', 'matrix1_4000_0.5.txt']"
1620522051.4043732,mobilenet,3116.0,['4.0M-quotfrench_lacequot_rose_516786.jpg']
1620522051.7068892,videoprocess,4369.0,['6.1M-720.avi']
1620522051.7568479,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']"
1620522051.8512745,mobilenet,2946.5,['952K-iris_and_daisies_2_194935.jpg']
1620522052.5302076,linpack,27397.017274472164,['6500.0']
1620522052.633609,lrtrain,208818.0,['100M-reviews.csv']
1620522052.9529765,sentiment,7394.0,['1250-strings.json']
1620522053.0373292,linpack,15221.0,['2000.0']
1620522053.1185284,linpack,7837.5,['1000.0']
1620522053.5607593,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620522053.8591623,linpack,20104.5,['3500.0']
1620522054.7793145,lrtrain,105881.0,['50M-reviews.csv']
1620522055.0915241,mobilenet,2984.5,['1.3M-pigeon_2_197296.jpg']
1620522055.2854264,imageprocess,2260.0,['5.6M-statue_of_liberty_original_model_version_2_517010.jpg']
1620522055.3351557,lrtrain,15365.0,['10M-reviews.csv']
1620522055.750538,lrtrain,47935.0,['20M-reviews.csv']
1620522055.925735,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620522056.237179,sentiment,14421.0,['2500-strings.json']
1620522056.352986,videoprocess,672.0,['1.5M-bird.avi']
1620522056.4705255,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620522056.608364,linpack,29082.05230326295,['7000.0']
1620522056.879867,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522056.9027374,linpack,10546.666986564298,['1500.0']
1620522057.0828655,linpack,6334.079414587332,['250.0']
1620522057.328341,imageprocess,931.5,['916K-pollution_2_514607.jpg']
1620522057.347872,imageprocess,2098.5,['5.7M-forest_floor_515925.jpg']
1620522057.4657142,lrtrain,208818.0,['100M-reviews.csv']
1620522057.7991607,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522057.8629243,lrtrain,105881.0,['50M-reviews.csv']
1620522057.9390588,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620522057.9516451,sentiment,4663.0,['750-strings.json']
1620522058.1466043,sentiment,16049.5,['2750-strings.json']
1620522059.8218167,videoprocess,6990.0,['3.8M.mp4']
1620522060.062478,encrypt,315.0,"['500.0', '75.0']"
1620522060.065758,sentiment,6034.0,['1000-strings.json']
1620522060.1239288,imageprocess,1587.0,['2.5M-feliz_quinta_flower_513506.jpg']
1620522060.4160457,lrtrain,15365.0,['10M-reviews.csv']
1620522060.4465609,sentiment,1786.5,['250-strings.json']
1620522060.5158136,lrtrain,47935.0,['20M-reviews.csv']
1620522061.018574,encrypt,126.5,"['500.0', '25.0']"
1620522061.1611595,imageprocess,2369.0,['1.6M-white_tulips_514483.jpg']
1620522061.6246748,lrtrain,208818.0,['100M-reviews.csv']
1620522061.8313851,lrtrain,105881.0,['50M-reviews.csv']
1620522061.8393886,sentiment,521.0,['50-strings.json']
1620522062.535918,lrtrain,15365.0,['10M-reviews.csv']
1620522062.7053485,imageprocess,1517.5,['2.5M-fashion_cupcakes_513638.jpg']
1620522063.0429928,videoprocess,531.0,['820K-cbw3.avi']
1620522063.7129204,sentiment,12872.0,['2250-strings.json']
1620522064.4296196,mobilenet,3069.0,['9.2M-rose_2_514080.jpg']
1620522065.0126572,encrypt,8655.0,"['50000.0', '25.0']"
1620522065.893867,encrypt,3488.5,"['10000.0', '50.0']"
1620522065.9159856,encrypt,3549.0,"['5000.0', '100.0']"
1620522065.9517674,mobilenet,2952.0,['3.0M-french_fries_516538.jpg']
1620522066.0994155,mobilenet,3081.0,['2.9M-water_splash_515404.jpg']
1620522066.7523081,sentiment,804.5,['100-strings.json']
1620522066.7966902,sentiment,3266.5,['500-strings.json']
1620522067.2161098,encrypt,3518.5,"['50000.0', '10.0']"
1620522067.533433,imageprocess,1341.5,['7.8M-heavy_snow_2_516009.jpg']
1620522068.322827,linpack,32452.12236084453,['8000.0']
1620522069.1041813,encrypt,6981.0,"['10000.0', '100.0']"
1620522069.2170637,linpack,36696.5,['10000.0']
1620522069.3275578,sentiment,8838.0,['1500-strings.json']
1620522069.4721744,imageprocess,2471.0,['4.0M-quotfrench_lacequot_rose_516786.jpg']
1620522069.5329006,linpack,24457.0,['5000.0']
1620522070.1572669,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620522070.763022,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620522070.7650113,encrypt,2701.0,"['5000.0', '75.0']"
1620522071.338099,lrtrain,47935.0,['20M-reviews.csv']
1620522071.5103152,imageprocess,1081.5,['952K-iris_and_daisies_2_194935.jpg']
1620522071.6307468,lrtrain,208818.0,['100M-reviews.csv']
1620522071.9295053,linpack,25711.982245681374,['6000.0']
1620522071.9357297,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620522072.014697,imageprocess,1522.0,['1.3M-pigeon_2_197296.jpg']
1620522072.1246653,sentiment,17761.5,['3000-strings.json']
1620522072.8811927,mobilenet,3209.5,['17M-week_2_majestic_rock_514665.jpg']
1620522072.976999,lrtrain,105881.0,['50M-reviews.csv']
1620522073.5569234,imageprocess,1616.0,['9.2M-rose_2_514080.jpg']
1620522073.770795,linpack,18971.842130518235,['4000.0']
1620522074.2331316,linpack,35822.1924184261,['9000.0']
1620522074.4735842,linpack,13916.737044145872,['2500.0']
1620522074.4870565,imageprocess,1222.5,['3.0M-french_fries_516538.jpg']
1620522075.281786,linpack,24026.947216890592,['5500.0']
1620522075.3370516,videoprocess,397.0,['284K-flame.avi']
1620522075.7962565,linpack,20656.87715930902,['4500.0']
1620522075.8535786,linpack,2522.0,['500.0']
1620522076.0326343,encrypt,757.0,"['1000.0', '100.0']"
1620522076.4076228,mobilenet,3160.0,['5.9M-camping_516859.jpg']
1620522076.5752728,sentiment,10701.0,['1750-strings.json']
1620522077.4131773,linpack,37507.22744721689,['9500.0']
1620522079.6394215,sentiment,11671.0,['2000-strings.json']
1620522079.6698651,sentiment,7394.0,['1250-strings.json']
1620522079.717114,imageprocess,1820.0,['2.9M-water_splash_515404.jpg']
1620522080.0750878,mobilenet,2969.0,['3.2M-heathcote_515292.jpg']
1620522080.3730443,sentiment,14421.0,['2500-strings.json']
1620522080.5556514,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620522081.5464349,imageprocess,2099.0,['17M-week_2_majestic_rock_514665.jpg']
1620522081.6679015,imageprocess,3049.5,['5.9M-camping_516859.jpg']
1620522081.6813364,imageprocess,1167.5,['3.2M-heathcote_515292.jpg']
1620522082.3218932,linpack,15601.77207293666,['3000.0']
1620522082.3261542,linpack,34137.157389635315,['8500.0']
1620522082.3959668,mobilenet,2951.0,['1.8M-opera_2_199207.jpg']
1620522083.0923169,linpack,8019.114443378119,['750.0']
1620522083.2001302,lrtrain,15365.0,['10M-reviews.csv']
1620522083.2930174,videoprocess,4964.0,['2.2M.mp4']
1620522083.3539972,mobilenet,3007.0,['1.9M-walk_away_517169.jpg']
1620522083.5863435,lrtrain,47935.0,['20M-reviews.csv']
1620522083.799578,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620522083.9265423,linpack,31019.5,['7500.0']
1620522083.9623015,sentiment,4663.0,['750-strings.json']
1620522084.0054252,videoprocess,814.5,['404K-small.avi']
1620522084.38116,videoprocess,8385.0,['4.9M.mp4']
1620522084.3859138,videoprocess,4683.5,['3.8M-lion-sample.avi']
