start_timestamps,function,duration,parameters
1620521970.7215583,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620521970.8180735,linpack,31019.5,['7500.0']
1620521970.8210635,videoprocess,475.0,['660K-drop.avi']
1620521971.3240933,mobilenet,2996.5,['4.5M-forest_513174.jpg']
1620521971.367006,lrtrain,15365.0,['10M-reviews.csv']
1620521971.5255096,linpack,27397.017274472164,['6500.0']
1620521971.5810795,linpack,15221.0,['2000.0']
1620521972.3156683,lrtrain,47935.0,['20M-reviews.csv']
1620521972.5176196,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620521972.882253,encrypt,23943.5,"['35000.0', '100.0']"
1620521973.0076199,videoprocess,9439.0,['6.1M.mp4']
1620521973.136755,encrypt,17921.0,"['35000.0', '75.0']"
1620521973.2202394,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620521973.2702937,encrypt,34271.5,"['50000.0', '100.0']"
1620521973.760447,videoprocess,3078.5,['4.9M-640.avi']
1620521973.7829776,videoprocess,3086.0,['1008K-grb_2.avi']
1620521973.8945897,encrypt,17276.5,"['50000.0', '50.0']"
1620521974.027433,linpack,7837.5,['1000.0']
1620521974.0392058,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620521974.1513994,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620521974.4589493,linpack,20104.5,['3500.0']
1620521974.603373,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620521974.9606144,sentiment,10701.0,['1750-strings.json']
1620521975.009239,sentiment,11671.0,['2000-strings.json']
1620521975.3817372,mobilenet,3065.0,['6.1M-fire_514822.jpg']
1620521975.7382438,linpack,29082.05230326295,['7000.0']
1620521976.161495,imageprocess,4576.5,['13M-forest_515915.jpg']
1620521976.284797,lrtrain,208818.0,['100M-reviews.csv']
1620521976.2942016,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620521976.5207486,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620521976.6193926,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620521976.8055842,videoprocess,9070.0,['5.6M.mp4']
1620521976.8912902,videoprocess,4369.0,['6.1M-720.avi']
1620521976.9443896,encrypt,80.5,"['500.0', '10.0']"
1620521977.028327,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620521977.0780358,videoprocess,672.0,['1.5M-bird.avi']
1620521977.450942,linpack,10546.666986564298,['1500.0']
1620521977.64605,linpack,6334.079414587332,['250.0']
1620521977.6675987,encrypt,10401.0,"['50000.0', '30.0']"
1620521978.0369747,encrypt,398.0,"['1000.0', '50.0']"
1620521978.0792425,sentiment,7394.0,['1250-strings.json']
1620521978.232647,lrtrain,105881.0,['50M-reviews.csv']
1620521978.3814764,encrypt,1088.5,"['5000.0', '30.0']"
1620521978.4442015,encrypt,104.0,"['1000.0', '10.0']"
1620521978.6052437,mobilenet,3055.5,['6.2M-dark_city_513227.jpg']
1620521978.74577,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620521978.8606327,mobilenet,2947.5,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620521978.8691592,lrtrain,15365.0,['10M-reviews.csv']
1620521978.8731825,lrtrain,47935.0,['20M-reviews.csv']
1620521979.1920855,sentiment,14421.0,['2500-strings.json']
1620521979.58168,imageprocess,1498.0,['4.5M-forest_513174.jpg']
1620521979.603719,videoprocess,5612.0,['2.2M-star_trails.avi']
1620521979.663728,mobilenet,2976.0,['1.3M-daisy_514381.jpg']
1620521979.7818484,linpack,32452.12236084453,['8000.0']
1620521980.2541554,sentiment,4663.0,['750-strings.json']
1620521980.6916928,encrypt,739.0,"['10000.0', '10.0']"
1620521980.7910123,sentiment,16049.5,['2750-strings.json']
1620521980.8504868,lrtrain,208818.0,['100M-reviews.csv']
1620521980.8910573,imageprocess,1821.0,['6.1M-fire_514822.jpg']
1620521981.090517,lrtrain,105881.0,['50M-reviews.csv']
1620521981.248987,imageprocess,1697.0,['6.2M-dark_city_513227.jpg']
1620521981.3275166,imageprocess,1387.0,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg']
1620521981.3314216,floatmatmult,2736.0,"['matrix1_2000_0.1.txt', 'matrix1_2000_0.1.txt']"
1620521981.4692047,videoprocess,6990.0,['3.8M.mp4']
1620521981.7838113,imageprocess,1487.5,['1.3M-daisy_514381.jpg']
1620521982.3356683,imageprocess,1479.0,['5.7M-yantra_river_514678.jpg']
1620521982.43065,floatmatmult,1397.0,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']"
1620521982.5432827,imageprocess,1503.5,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620521982.799668,sentiment,6034.0,['1000-strings.json']
1620521983.8022096,imageprocess,2038.5,['4.1M-backlit_flower_513144.jpg']
1620521984.2098382,videoprocess,531.0,['820K-cbw3.avi']
1620521984.7722518,linpack,36696.5,['10000.0']
1620521984.797379,sentiment,1786.5,['250-strings.json']
1620521984.8346806,encrypt,1793.5,"['5000.0', '50.0']"
1620521985.0528111,linpack,24457.0,['5000.0']
1620521985.5288446,encrypt,250.0,"['1000.0', '30.0']"
1620521986.452059,videoprocess,397.0,['284K-flame.avi']
1620521987.0046852,encrypt,11929.5,"['35000.0', '50.0']"
1620521987.3884656,lrtrain,15365.0,['10M-reviews.csv']
1620521988.3882601,lrtrain,47935.0,['20M-reviews.csv']
1620521988.5660262,lrtrain,208818.0,['100M-reviews.csv']
1620521988.6401446,encrypt,145.5,"['500.0', '30.0']"
1620521988.7202609,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']"
1620521988.8404133,imageprocess,1334.0,['2.5M-red_velvet_514717.jpg']
1620521989.087945,lrtrain,105881.0,['50M-reviews.csv']
1620521989.1529515,floatmatmult,1371.5,"['matrix1_1000_0.5.txt', 'matrix1_1000_0.5.txt']"
1620521989.1553833,linpack,25711.982245681374,['6000.0']
1620521989.4971,linpack,18971.842130518235,['4000.0']
1620521989.6233435,lrtrain,15365.0,['10M-reviews.csv']
1620521989.657859,videoprocess,4964.0,['2.2M.mp4']
1620521989.7013974,mobilenet,3068.0,['5.7M-yantra_river_514678.jpg']
1620521989.8255975,sentiment,521.0,['50-strings.json']
1620521990.06312,encrypt,921.0,"['5000.0', '25.0']"
1620521990.0898561,lrtrain,47935.0,['20M-reviews.csv']
1620521990.1639452,encrypt,7234.5,"['35000.0', '30.0']"
1620521990.2901092,floatmatmult,1163.0,"['matrix1_1000_0.1.txt', 'matrix1_1000_0.1.txt']"
1620521990.318504,mobilenet,2983.0,['4.6M-german_air_force_a340_3001602_517125.jpg']
1620521990.435873,lrtrain,208818.0,['100M-reviews.csv']
1620521990.7197335,mobilenet,3054.0,['4.1M-backlit_flower_513144.jpg']
1620521991.0749316,linpack,35822.1924184261,['9000.0']
1620521991.28185,videoprocess,814.5,['404K-small.avi']
1620521991.473389,lrtrain,105881.0,['50M-reviews.csv']
1620521991.4763727,videoprocess,8385.0,['4.9M.mp4']
1620521991.709196,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620521991.8265598,mobilenet,3007.0,['2.5M-red_velvet_514717.jpg']
1620521992.201647,mobilenet,2964.5,['1.4M-sunset_river_514676.jpg']
1620521992.2944732,imageprocess,1294.0,['1.4M-sunset_river_514676.jpg']
1620521992.5540774,floatmatmult,1481.0,"['matrix1_1000_0.9.txt', 'matrix1_1000_0.9.txt']"
1620521992.961899,encrypt,6089.5,"['35000.0', '25.0']"
1620521993.0635478,lrtrain,15365.0,['10M-reviews.csv']
1620521993.4604254,lrtrain,47935.0,['20M-reviews.csv']
1620521993.5402482,linpack,13916.737044145872,['2500.0']
1620521994.2683291,sentiment,12872.0,['2250-strings.json']
1620521994.2717907,encrypt,212.0,"['1000.0', '25.0']"
1620521994.360045,encrypt,2457.0,"['35000.0', '10.0']"
1620521994.6781988,encrypt,410.5,"['500.0', '100.0']"
1620521994.722192,encrypt,1769.5,"['10000.0', '25.0']"
1620521994.8646708,sentiment,804.5,['100-strings.json']
1620521995.1728854,imageprocess,4161.5,['28M-the_river_514681.jpg']
1620521995.2376015,mobilenet,3515.0,['28M-the_river_514681.jpg']
1620521995.3547313,mobilenet,2974.5,['4.0M-hi_there_513531.jpg']
1620521995.487468,encrypt,5222.0,"['10000.0', '75.0']"
1620521995.6704192,sentiment,3266.5,['500-strings.json']
1620521996.1276476,linpack,24026.947216890592,['5500.0']
1620521996.1512914,lrtrain,208818.0,['100M-reviews.csv']
1620521996.6060402,videoprocess,475.0,['660K-drop.avi']
1620521996.6737382,floatmatmult,48252.5,"['matrix1_8000_0.1.txt', 'matrix1_8000_0.1.txt']"
1620521996.7198846,encrypt,2116.0,"['10000.0', '30.0']"
1620521996.737418,sentiment,8838.0,['1500-strings.json']
1620521996.7447233,videoprocess,9439.0,['6.1M.mp4']
1620521996.911804,floatmatmult,31556.0,"['matrix1_6000_0.5.txt', 'matrix1_6000_0.5.txt']"
1620521996.9783332,videoprocess,3078.5,['4.9M-640.avi']
1620521997.2378354,lrtrain,105881.0,['50M-reviews.csv']
1620521997.4200218,videoprocess,3086.0,['1008K-grb_2.avi']
1620521997.4373932,encrypt,577.0,"['1000.0', '75.0']"
1620521997.678708,lrtrain,15365.0,['10M-reviews.csv']
1620521997.697908,linpack,20656.87715930902,['4500.0']
1620521997.8137531,imageprocess,1472.0,['4.0M-hi_there_513531.jpg']
1620521998.1415477,encrypt,25640.5,"['50000.0', '75.0']"
1620521998.2790747,imageprocess,4037.0,['12M-disabled_fashion_513292.jpg']
1620521998.4262924,imageprocess,2697.5,['7.4M-ford_gt_35_15_516157.jpg']
1620521998.4831026,sentiment,17761.5,['3000-strings.json']
1620521998.9838617,linpack,2522.0,['500.0']
1620521999.298733,encrypt,315.0,"['500.0', '75.0']"
1620521999.6855156,imageprocess,1211.0,['1.6M-lisbon_sunset_514529.jpg']
1620522000.0743887,linpack,37507.22744721689,['9500.0']
1620522000.1299214,encrypt,126.5,"['500.0', '25.0']"
1620522000.369728,mobilenet,3400.5,['12M-disabled_fashion_513292.jpg']
1620522000.426913,imageprocess,1597.0,['6.4M-peacock_butterfly_2_514342.jpg']
1620522000.714079,floatmatmult,10375.5,"['matrix1_4000_0.1.txt', 'matrix1_4000_0.1.txt']"
1620522000.744077,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620522000.7750995,linpack,15601.77207293666,['3000.0']
1620522000.997726,floatmatmult,3300.0,"['matrix1_2000_0.5.txt', 'matrix1_2000_0.5.txt']"
1620522001.0682094,videoprocess,9070.0,['5.6M.mp4']
1620522001.3063948,encrypt,8655.0,"['50000.0', '25.0']"
1620522001.3681977,encrypt,3488.5,"['10000.0', '50.0']"
1620522001.9022226,linpack,34137.157389635315,['8500.0']
1620522002.1054294,lrtrain,47935.0,['20M-reviews.csv']
1620522002.2365482,sentiment,10701.0,['1750-strings.json']
1620522002.2824156,sentiment,11671.0,['2000-strings.json']
1620522002.3171585,encrypt,3549.0,"['5000.0', '100.0']"
1620522002.4556487,linpack,8019.114443378119,['750.0']
1620522002.9645798,lrtrain,208818.0,['100M-reviews.csv']
1620522003.2965014,sentiment,7394.0,['1250-strings.json']
1620522003.821966,mobilenet,3382.5,['7.4M-ford_gt_35_15_516157.jpg']
1620522004.1255329,linpack,31019.5,['7500.0']
1620522004.1739378,videoprocess,4369.0,['6.1M-720.avi']
1620522004.659626,lrtrain,105881.0,['50M-reviews.csv']
1620522004.7160964,floatmatmult,33575.0,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']"
1620522004.73368,encrypt,3518.5,"['50000.0', '10.0']"
1620522004.7901967,sentiment,14421.0,['2500-strings.json']
1620522004.9577038,encrypt,6981.0,"['10000.0', '100.0']"
1620522005.2327816,mobilenet,2980.5,['1.6M-lisbon_sunset_514529.jpg']
1620522005.5402057,sentiment,4663.0,['750-strings.json']
1620522006.0990555,sentiment,16049.5,['2750-strings.json']
1620522006.1559749,lrtrain,15365.0,['10M-reviews.csv']
1620522006.3011203,videoprocess,672.0,['1.5M-bird.avi']
1620522006.5274248,lrtrain,47935.0,['20M-reviews.csv']
1620522006.6129804,sentiment,6034.0,['1000-strings.json']
1620522006.831529,sentiment,1786.5,['250-strings.json']
1620522006.870982,mobilenet,2992.5,['6.4M-peacock_butterfly_2_514342.jpg']
1620522006.887046,encrypt,2701.0,"['5000.0', '75.0']"
1620522006.942947,floatmatmult,59077.5,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']"
1620522006.9865768,floatmatmult,51849.0,"['matrix1_8000_0.3.txt', 'matrix1_8000_0.3.txt']"
1620522007.296763,mobilenet,3112.0,['7.9M-craggy_rock_517201.jpg']
1620522007.3988876,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']"
1620522007.4448564,sentiment,521.0,['50-strings.json']
1620522007.7108326,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522008.0667756,mobilenet,2950.0,['1.3M-one_tacky_cup_515072.jpg']
1620522008.2816732,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522008.4475448,lrtrain,208818.0,['100M-reviews.csv']
1620522009.254958,imageprocess,2248.0,['7.9M-craggy_rock_517201.jpg']
1620522009.365927,videoprocess,6990.0,['3.8M.mp4']
1620522009.4745483,linpack,27397.017274472164,['6500.0']
1620522009.9223738,imageprocess,1914.5,['1.3M-one_tacky_cup_515072.jpg']
1620522010.0599988,imageprocess,2416.0,['6.3M-cafe_coffe_515939.jpg']
1620522010.2382164,linpack,15221.0,['2000.0']
1620522010.2901945,sentiment,12872.0,['2250-strings.json']
1620522010.5447142,sentiment,804.5,['100-strings.json']
1620522010.8856826,videoprocess,531.0,['820K-cbw3.avi']
1620522010.887638,mobilenet,3109.0,['6.3M-cafe_coffe_515939.jpg']
1620522011.4510126,encrypt,757.0,"['1000.0', '100.0']"
1620522011.458339,encrypt,223.0,"['500.0', '50.0']"
1620522011.6203098,videoprocess,397.0,['284K-flame.avi']
1620522011.7387002,linpack,7837.5,['1000.0']
1620522011.768422,videoprocess,4964.0,['2.2M.mp4']
1620522011.8999863,videoprocess,814.5,['404K-small.avi']
1620522011.9732955,mobilenet,3033.5,['1.4M-leaves_of_grass_515433.jpg']
1620522012.0323951,linpack,20104.5,['3500.0']
1620522012.038514,lrtrain,105881.0,['50M-reviews.csv']
1620522012.116143,linpack,29082.05230326295,['7000.0']
1620522012.2242472,lrtrain,15365.0,['10M-reviews.csv']
1620522012.6388555,imageprocess,2608.5,['1.4M-leaves_of_grass_515433.jpg']
1620522012.6794214,lrtrain,47935.0,['20M-reviews.csv']
1620522012.7405834,floatmatmult,12201.5,"['matrix1_4000_0.5.txt', 'matrix1_4000_0.5.txt']"
1620522012.967952,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']"
1620522013.0621347,videoprocess,8385.0,['4.9M.mp4']
1620522013.4687057,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522013.6322298,encrypt,385.5,"['5000.0', '10.0']"
1620522013.8424766,mobilenet,3159.0,['6.8M-eiffel_ice_516309.jpg']
1620522013.922464,videoprocess,475.0,['660K-drop.avi']
1620522014.2969768,floatmatmult,3006.0,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']"
1620522014.3303394,lrtrain,208818.0,['100M-reviews.csv']
1620522014.4909387,floatmatmult,13297.5,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']"
1620522014.546598,sentiment,3266.5,['500-strings.json']
1620522014.688763,linpack,10546.666986564298,['1500.0']
1620522015.035361,videoprocess,9439.0,['6.1M.mp4']
1620522015.1414297,lrtrain,105881.0,['50M-reviews.csv']
1620522015.3278575,linpack,6334.079414587332,['250.0']
1620522015.821943,mobilenet,3125.5,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522015.8899586,videoprocess,3078.5,['4.9M-640.avi']
1620522016.0066578,imageprocess,2262.0,['6.8M-eiffel_ice_516309.jpg']
1620522016.0659795,linpack,32452.12236084453,['8000.0']
1620522016.2359085,videoprocess,3086.0,['1008K-grb_2.avi']
1620522016.2547715,encrypt,23943.5,"['35000.0', '100.0']"
1620522016.363361,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4']
1620522016.4346123,linpack,36696.5,['10000.0']
1620522017.1677263,sentiment,8838.0,['1500-strings.json']
1620522017.2394423,sentiment,17761.5,['3000-strings.json']
1620522017.4231234,encrypt,17921.0,"['35000.0', '75.0']"
1620522019.6394215,mobilenet,3039.5,['4.9M-seeing_red_515961.jpg']
1620522019.6698651,encrypt,34271.5,"['50000.0', '100.0']"
1620522019.717114,lrtrain,15365.0,['10M-reviews.csv']
1620522019.8492157,mobilenet,3172.5,['4.2M-praa_sands_2_516054.jpg']
1620522019.8581352,videoprocess,9070.0,['5.6M.mp4']
1620522020.0750878,mobilenet,3018.5,['5.1M-itsthemensworld_514784.jpg']
1620522020.3730443,sentiment,10701.0,['1750-strings.json']
1620522020.495694,encrypt,17276.5,"['50000.0', '50.0']"
1620522020.5556514,imageprocess,3225.0,['1.7M-joe_joe_taking_flight_513760.jpg']
1620522020.5641673,imageprocess,1821.0,['4.9M-seeing_red_515961.jpg']
1620522020.6981778,sentiment,11671.0,['2000-strings.json']
1620522021.4029994,mobilenet,2924.5,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522021.4112484,videoprocess,4369.0,['6.1M-720.avi']
1620522021.5464349,videoprocess,672.0,['1.5M-bird.avi']
1620522021.6679015,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi']
1620522021.6729367,linpack,24457.0,['5000.0']
1620522021.6813364,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']"
1620522021.714156,videoprocess,5612.0,['2.2M-star_trails.avi']
1620522022.3218932,lrtrain,47935.0,['20M-reviews.csv']
1620522022.3261542,mobilenet,2979.0,['1.8M-deserted_bench_197838.jpg']
1620522022.3959668,encrypt,80.5,"['500.0', '10.0']"
1620522023.0923169,sentiment,7394.0,['1250-strings.json']
1620522023.163556,videoprocess,6990.0,['3.8M.mp4']
1620522023.2001302,mobilenet,2930.0,['2.4M-venice_in_winter_513381.jpg']
1620522023.2930174,sentiment,14421.0,['2500-strings.json']
1620522023.3539972,imageprocess,3259.5,['4.2M-praa_sands_2_516054.jpg']
1620522023.4759364,videoprocess,531.0,['820K-cbw3.avi']
1620522023.5863435,imageprocess,2076.0,['5.1M-itsthemensworld_514784.jpg']
1620522023.6289265,mobilenet,3051.5,['3.4M-glass_chess_2_515415.jpg']
1620522023.799578,encrypt,10401.0,"['50000.0', '30.0']"
1620522023.9265423,lrtrain,208818.0,['100M-reviews.csv']
1620522023.9623015,mobilenet,3084.5,['8.2M-my_soul_517211.jpg']
1620522024.0054252,floatmatmult,1281.0,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']"
1620522024.38116,floatmatmult,29003.0,"['matrix1_6000_0.3.txt', 'matrix1_6000_0.3.txt']"
1620522024.3859138,encrypt,398.0,"['1000.0', '50.0']"
1620522024.5721347,lrtrain,105881.0,['50M-reviews.csv']
1620522024.7722154,sentiment,4663.0,['750-strings.json']
1620522024.945902,lrtrain,15365.0,['10M-reviews.csv']
1620522024.9662378,encrypt,1088.5,"['5000.0', '30.0']"
1620522025.0843081,videoprocess,397.0,['284K-flame.avi']
1620522025.5606515,sentiment,16049.5,['2750-strings.json']
1620522025.699898,sentiment,6034.0,['1000-strings.json']
1620522025.8482857,floatmatmult,57067.5,"['matrix1_8000_0.5.txt', 'matrix1_8000_0.5.txt']"
1620522025.906954,linpack,25711.982245681374,['6000.0']
1620522025.9340487,lrtrain,47935.0,['20M-reviews.csv']
1620522025.9717247,floatmatmult,3662.0,"['matrix1_2000_0.9.txt', 'matrix1_2000_0.9.txt']"
1620522026.010257,imageprocess,1268.0,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg']
1620522026.5547044,floatmatmult,11399.0,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']"
1620522026.6039035,encrypt,104.0,"['1000.0', '10.0']"
1620522026.6204054,mobilenet,3069.0,['3.7M-south_boston_va_516934.jpg']
1620522026.9068985,floatmatmult,3588.0,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']"
1620522027.045917,lrtrain,208818.0,['100M-reviews.csv']
1620522027.1908033,floatmatmult,2736.0,"['matrix1_2000_0.1.txt', 'matrix1_2000_0.1.txt']"
1620522027.4365091,sentiment,1786.5,['250-strings.json']
1620522027.6773353,floatmatmult,1397.0,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']"
1620522027.8745966,sentiment,521.0,['50-strings.json']
1620522027.9622588,encrypt,739.0,"['10000.0', '10.0']"
1620522028.2297854,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']"
1620522028.5943995,lrtrain,105881.0,['50M-reviews.csv']
1620522028.6131313,linpack,18971.842130518235,['4000.0']
1620522028.9671688,videoprocess,4964.0,['2.2M.mp4']
1620522029.1668725,lrtrain,15365.0,['10M-reviews.csv']
1620522029.2189102,sentiment,12872.0,['2250-strings.json']
1620522029.224365,mobilenet,3015.5,['5.6M-statue_of_liberty_original_model_version_2_517010.jpg']
1620522029.468933,mobilenet,2889.5,['916K-pollution_2_514607.jpg']
1620522029.730925,encrypt,1793.5,"['5000.0', '50.0']"
1620522030.0991485,mobilenet,3055.5,['5.7M-forest_floor_515925.jpg']
1620522030.345052,imageprocess,1083.0,['1.8M-deserted_bench_197838.jpg']
1620522030.551677,floatmatmult,1371.5,"['matrix1_1000_0.5.txt', 'matrix1_1000_0.5.txt']"
1620522031.5648856,lrtrain,47935.0,['20M-reviews.csv']
1620522032.1921544,linpack,35822.1924184261,['9000.0']
1620522032.4899256,videoprocess,814.5,['404K-small.avi']
1620522033.1685915,encrypt,250.0,"['1000.0', '30.0']"
1620522033.593538,lrtrain,208818.0,['100M-reviews.csv']
1620522033.6161284,imageprocess,1777.0,['2.4M-venice_in_winter_513381.jpg']
1620522033.764331,lrtrain,105881.0,['50M-reviews.csv']
1620522034.236419,imageprocess,1887.0,['3.4M-glass_chess_2_515415.jpg']
1620522034.9791028,floatmatmult,1163.0,"['matrix1_1000_0.1.txt', 'matrix1_1000_0.1.txt']"
1620522035.1310172,linpack,13916.737044145872,['2500.0']
1620522035.3654897,floatmatmult,1481.0,"['matrix1_1000_0.9.txt', 'matrix1_1000_0.9.txt']"
1620522035.5161,sentiment,804.5,['100-strings.json']
1620522035.5768282,videoprocess,8385.0,['4.9M.mp4']
1620522035.6294317,linpack,24026.947216890592,['5500.0']
1620522035.6400397,encrypt,11929.5,"['35000.0', '50.0']"
1620522035.857013,linpack,20656.87715930902,['4500.0']
1620522036.2994356,videoprocess,4683.5,['3.8M-lion-sample.avi']
1620522037.2621293,sentiment,3266.5,['500-strings.json']
1620522037.8195622,lrtrain,15365.0,['10M-reviews.csv']
